Customer;Customer Plant;Vehicle Name;Sub Family;Customer PN;Spare or Original;Engine Nr;Production Date;Inservice Date;Repair Date;Customer Recording Date;Upload Date;KMS;Repair Country;Climate;Technical Factor;Total Warranty Cost €;Labor cost €;Material cost €;MIS;KM/Year
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-04-28;2022-05-18;2023-08-11;2023-08-25;2023-09-27;7230;BR;Tropical;1;347,1368333;47,19450504;299,9423282;15;5864
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-02-22;2021-02-13;2023-11-30;2023-12-06;2023-12-14;16723;BR;Tropical;1;149,3187914;43,29890806;106,0198834;34;5984
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2023-02-24;2023-02-24;2023-12-21;2023-12-22;2024-01-25;16020;BR;Tropical;1;144,5617404;50,033844;94,5278964;10;19491
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-05-24;2022-11-29;2023-03-29;2023-05-05;2023-05-30;8896;BR;Tropical;1;304,2666273;37,76305972;266,5035676;4;27059
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-08-17;2022-08-06;2023-09-30;2023-09-30;2023-10-26;4126;BR;Tropical;1;342,4490695;47,22246387;295,2266056;14;3586
Make D;Site SC;MD MB;Alternators NRG NRG12;16342626;Original;KL4;2023-03-07;2023-03-11;2023-11-06;2023-11-16;2023-11-28;29808;BR;Tropical;1;330,0633078;37,4648322;292,5984756;8;45333
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-09-02;2021-08-26;2023-02-17;2023-03-28;2023-04-21;13520;BR;Tropical;1;330,3801745;52,3762082;278,0039663;18;9139
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-10-19;2022-12-21;2023-04-20;2023-05-04;2023-05-30;6958;BR;Tropical;1;372,6259666;83,81125273;288,8147139;4;21164
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-12-15;2021-12-25;2023-08-17;2023-08-21;2023-09-27;26716;BR;Tropical;1;140,5303992;43,66237285;96,86802634;20;16252
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-11-30;2021-12-11;2023-10-02;2023-10-04;2023-10-26;15290;BR;Tropical;1;393,3155008;54,87386368;338,4416372;22;8456
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-03-22;2022-04-04;2023-06-28;2023-07-10;2023-07-27;22496;BR;Tropical;1;125,1996407;31,00634247;94,19329827;15;18247
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2022-03-02;2022-05-12;2023-07-06;2023-07-12;2023-07-27;29022;BR;Tropical;1;138,6291988;42,63721575;95,991983;14;25222
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-11-22;2021-11-10;2023-02-03;2023-02-14;2023-02-24;31569;BR;Tropical;1;380,1280118;64,05420718;316,0738046;15;25606
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-01-17;2022-05-02;2023-07-26;2023-08-25;2023-09-27;19813;BR;Tropical;1;160,5302823;61,58398288;98,94629937;15;16071
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2023-03-07;2023-03-07;2023-08-04;2023-08-07;2023-08-24;18840;BR;Tropical;1;136,0849452;37,50211064;98,58283458;5;45844
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-01-24;2022-01-10;2023-08-03;2023-08-24;2023-09-27;60255;BR;Tropical;1;341,051128;39,5151464;301,5359816;19;38584
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-11-30;2021-12-02;2023-11-22;2023-12-01;2023-12-14;22654;BR;Tropical;1;125,2462388;27,95883;97,28740879;24;11484
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-01-04;2022-01-02;2023-06-26;2023-06-28;2023-07-27;23980;BR;Tropical;1;325,2823478;35,09765126;290,1846966;18;16209
Make D;Site RO;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2023-02-28;2023-04-13;2023-06-12;2023-07-11;2023-07-27;2129;BR;Tropical;1;144,7987806;50,92234904;93,87643153;2;12951
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2023-03-21;2023-05-11;2023-07-10;2023-07-20;2023-08-24;28650;BR;Tropical;1;327,7427249;24,73424494;303,0084799;2;174288
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-12-02;2021-11-10;2023-04-04;2023-09-01;2023-09-27;18001;BR;Tropical;1;328,432376;39,67357977;288,7587962;17;12883
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-12-07;2021-12-09;2023-08-31;2023-09-06;2023-09-27;24931;BR;Tropical;1;127,1660785;32,32040748;94,84567097;21;14444
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-10-28;2021-11-09;2023-12-29;2024-01-04;2024-01-25;37777;BR;Tropical;1;377,2792296;32,4341388;344,8450908;26;17678
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-11-08;2021-11-21;2024-01-10;2024-01-25;2024-02-22;25679;BR;Tropical;1;356,9604948;54,9169992;302,0434956;26;12016
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-10;2022-03-05;2023-02-28;2023-03-01;2023-03-28;17931;BR;Tropical;1;313,3994625;43,88521066;269,5142518;12;18180
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-09-02;2022-11-11;2023-06-09;2023-07-06;2023-07-27;40490;BR;Tropical;1;136,5136473;42,63721575;93,87643153;7;70375
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2022-01-21;2022-01-17;2023-10-09;2023-10-11;2023-10-26;16035;BR;Tropical;1;339,4108766;39,39399147;300,0168851;21;9290
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-05-12;2022-05-17;2023-11-08;2023-11-09;2023-11-28;14697;BR;Tropical;1;346,1116762;53,51320062;292,5984756;18;9934
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2023-04-10;2023-07-16;2023-11-13;2023-12-12;2023-12-14;4268;CL;Temperate;1;402,3182441;73,84858964;328,4696545;4;12982
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-01-12;2022-02-09;2023-12-01;2023-12-14;2024-01-25;31547;BR;Tropical;1;138,078612;41,8860036;96,1926084;22;17446
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-17;2021-12-09;2023-02-02;2023-02-15;2023-02-24;11476;BR;Tropical;1;310,4929727;41,93516956;268,5578031;14;9973
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-01-25;2022-02-25;2023-06-20;2023-07-19;2023-08-24;18291;BR;Tropical;1;327,3140228;28,4248105;298,8892123;16;13909
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-11-25;2022-11-28;2023-08-25;2023-08-30;2023-09-27;22301;BR;Tropical;1;15,39599572;15,39599572;0;9;30148
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-04-25;2022-05-17;2023-11-08;2023-11-13;2023-11-28;31021;BR;Tropical;1;319,2339209;27,5860456;291,6478753;18;20968
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-08-23;2022-12-01;2023-12-26;2024-01-16;2024-02-22;28335;BR;Tropical;1;136,2474288;41,941494;94,3059348;13;26519
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2022-06-22;2022-06-07;2023-02-02;2023-02-03;2023-02-24;20000;BR;Tropical;1;323,2610989;49,96748171;273,2936172;8;30417
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-11-25;2021-12-21;2023-02-14;2023-02-22;2023-03-28;11495;BR;Tropical;1;125,5733609;40,56085488;85,01250605;14;9990
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-01-21;2022-01-10;2023-03-06;2023-03-15;2023-03-28;16993;BR;Tropical;1;341,6936303;67,25784613;274,4357841;14;14768
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;JLI;2023-06-28;2023-06-30;2023-11-27;2023-11-27;2023-12-14;21811;BR;Tropical;1;148,7502952;58,37803704;90,37225817;5;53073
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2023-03-02;2023-07-23;2023-12-20;2023-12-26;2024-01-25;10364;BR;Tropical;1;354,7963692;54,8615088;299,9348604;5;25219
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-22;2021-11-06;2023-03-01;2023-03-18;2023-03-28;21151;BR;Tropical;1;109,5087366;27,9505891;81,55814753;16;16084
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-03-21;2022-04-03;2023-03-29;2023-04-06;2023-04-21;12106;BR;Tropical;1;328,050272;52,01274341;276,0375286;12;12274
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-02-05;2021-02-11;2023-06-01;2023-06-21;2023-07-27;60521;BR;Tropical;1;141,0429777;49,59896442;91,44401332;28;26298
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-07-14;2022-06-26;2023-07-21;2023-08-02;2023-08-24;13290;BR;Tropical;1;318,0223716;34,38004129;283,6423304;13;12438
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;JLI;2022-12-05;2022-11-19;2023-08-16;2023-08-23;2023-09-27;31007;BR;Tropical;1;127,9023276;31,35116804;96,5511596;9;41917
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2021-10-28;2021-10-30;2023-03-24;2023-03-28;2023-04-21;28215;BR;Tropical;1;323,9123652;48,48061122;275,4317539;17;20193
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-01-21;2022-03-10;2023-09-01;2023-09-04;2023-09-27;31723;BR;Tropical;1;160,6141587;66,08535451;94,52880423;18;21442
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-09-05;2022-12-01;2023-03-31;2023-04-01;2023-04-21;4010;BR;Tropical;1;99,88757998;11,85454392;88,03303606;4;12197
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-16;2021-12-08;2023-11-28;2023-12-26;2024-01-25;3985;BR;Tropical;1;345,8069244;45,872064;299,9348604;24;2020
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-12-14;2021-12-17;2023-12-07;2024-01-03;2024-01-25;42318;BR;Tropical;1;335,6984232;35,4398688;300,2585544;24;21453
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-09-22;2022-10-16;2023-04-14;2023-04-26;2023-05-30;6346;BR;Tropical;1;318,8052189;40,40050935;278,4047095;6;12868
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;JLI;2022-08-22;2022-10-07;2023-08-03;2023-09-06;2023-09-27;39791;BR;Tropical;1;147,2871164;50,40977049;96,87734595;10;48412
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-06;2022-02-04;2023-07-29;2023-09-01;2023-09-27;30410;BR;Tropical;1;332,4398083;32,59999578;299,8398125;18;20555
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-10-01;2021-10-02;2023-11-21;2024-01-19;2024-02-22;20187;BR;Tropical;1;125,130852;30,5104716;94,6203804;26;9446
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-18;2022-01-15;2023-02-09;2023-02-16;2023-02-24;22727;BR;Tropical;1;338,4435618;62,46631657;275,9772452;13;21270
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-17;2022-01-01;2023-08-24;2023-08-26;2023-09-27;27240;BR;Tropical;1;331,8713121;48,22898175;283,6423304;20;16571
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-05-04;2021-09-07;2023-12-26;2024-01-25;2024-02-22;163559;BR;Tropical;1;372,155616;33,4422144;338,7134016;28;71070
Make D;Site SC;MD TB;Alternators NRG NRG12;63882630;Original;KL4;2022-01-27;2022-01-20;2023-02-14;2023-03-09;2023-03-28;20187;BR;Tropical;1;89,03330508;3,3429276;85,69037748;13;18893
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2022-03-18;2022-03-03;2023-03-28;2023-04-04;2023-04-21;30799;BR;Tropical;1;372,9614726;94,55676306;278,4047095;13;28825
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2021-12-03;2021-12-02;2023-11-22;2023-11-28;2023-12-14;28560;BR;Tropical;1;133,2611034;40,86648985;92,39461354;24;14478
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-09-05;2022-10-14;2023-11-08;2023-12-01;2023-12-14;19587;BR;Tropical;1;312,5610802;33,66243132;278,8986489;13;18331
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-01-17;2022-02-13;2023-12-05;2023-12-06;2023-12-14;15686;BR;Tropical;1;136,6441218;43,28958845;93,35453337;22;8675
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2023-06-20;2023-06-23;2023-08-22;2023-09-21;2023-09-27;604;BR;Tropical;1;144,9385747;50,40977049;94,52880423;2;3674
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-12-16;2022-01-04;2023-11-25;2023-11-30;2023-12-14;25652;BR;Tropical;1;119,2723688;27,06414744;92,20822134;23;13570
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2022-01-07;2022-04-12;2024-01-02;2024-01-18;2024-02-22;6039;CO;Tropical;1;809,5771908;38,5103376;771,0668532;21;3499
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-01-12;2022-01-13;2023-03-09;2023-03-22;2023-04-21;36449;BR;Tropical;1;134,4074154;47,61388749;86,79352793;14;31676
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2022-04-12;2022-07-06;2023-08-30;2023-09-19;2023-09-27;16410;MX;Dry;1;944,6170304;155,6468066;788,9702238;14;14261
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-11-22;2022-11-04;2023-03-04;2023-03-17;2023-03-28;6;BR;Tropical;1;335,9735097;66,42211423;269,5513955;4;18
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-12-15;2022-11-30;2023-06-28;2023-07-04;2023-07-27;10604;BR;Tropical;1;338,469596;39,58038367;298,8892123;7;18431
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-10-13;2021-12-06;2023-09-27;2023-09-27;2023-10-26;19813;BR;Tropical;1;151,0335997;60,2978767;90,73572296;22;10957
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2022-01-05;2022-03-13;2023-10-04;2023-11-03;2023-11-28;21341;CO;Tropical;1;409,9323655;21,32326768;388,6090978;19;13666
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-09-05;2022-10-01;2023-05-29;2023-06-26;2023-07-27;10750;BR;Tropical;1;133,4568152;41,52818216;91,92863304;8;16349
Make D;Site RO;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-10-05;2022-11-01;2023-06-29;2023-07-14;2023-08-24;8208;BR;Tropical;1;346,5962959;47,70708359;298,8892123;8;12483
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-08-17;2022-08-15;2023-07-11;2023-07-26;2023-08-24;9172;BR;Tropical;1;350,6782851;46,67260688;304,0056782;11;10145
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2022-07-04;2022-08-27;2023-09-21;2023-10-24;2023-11-28;10255;BR;Tropical;1;327,0344345;33,42012146;293,6143131;13;9598
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2023-02-16;2023-06-03;2023-08-02;2023-09-04;2023-09-27;3661;AR;Temperate;1;258,4980226;47,08266972;211,4153529;2;22271
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;JLI;2022-04-27;2022-05-28;2023-09-20;2023-09-21;2023-09-27;15926;BR;Tropical;1;146,3644751;51,51880408;94,84567097;16;12110
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;HL4;2022-02-02;2022-04-20;2023-02-14;2023-03-02;2023-03-28;26196;CO;Tropical;1;386,8510106;45,58453219;341,2664784;10;31872
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2022-01-25;2022-01-31;2023-03-27;2023-03-31;2023-04-21;22551;BR;Tropical;1;144,2209648;57,13852891;87,08243584;14;19598
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;GL4;2021-10-26;2022-01-23;2023-08-16;2023-09-23;2023-10-26;42365;BR;Tropical;1;318,2553619;23,61589174;294,6394701;19;27128
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2022-01-17;2022-02-13;2023-02-08;2023-02-17;2023-03-28;20821;BR;Tropical;1;139,69723;53,54255706;86,15467298;12;21110
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-11-03;2021-11-04;2023-07-27;2023-08-11;2023-08-24;59570;BR;Tropical;1;132,9255974;36,37443783;96,5511596;21;34513
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-05-12;2021-09-06;2023-09-26;2023-09-27;2023-10-26;37727;BR;Tropical;1;133,3263407;28,1452222;105,1811185;25;18360
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-08-17;2021-09-04;2023-10-24;2023-10-24;2023-11-28;28058;BR;Tropical;1;498,384784;35,414518;462,970266;26;13130
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;GL4;2021-10-29;2021-10-21;2023-07-13;2023-07-18;2023-08-24;27673;BR;Tropical;1;398,7674727;55,83378351;342,9336892;21;16033
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;JLI;2022-08-08;2022-09-28;2023-07-25;2023-07-31;2023-08-24;15140;BR;Tropical;1;116,0943818;20,30743019;95,78695158;10;18420
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2021-02-22;2021-03-20;2023-12-05;2023-12-20;2024-01-25;30244;BR;Tropical;1;138,078612;41,8860036;96,1926084;33;11151
Make D;Site GR;MD OS;Alternators NRG NRG12;20172631;Original;FL4;2021-11-12;2022-01-03;2023-03-29;2023-04-25;2023-05-30;13899;CO;Tropical;1;378,2270522;34,34276285;343,8842894;15;11274
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-20;2022-02-06;2023-05-02;2023-05-09;2023-05-30;28563;BR;Tropical;1;327,8638798;45,1069124;282,7569674;15;23168
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-06-30;2022-07-07;2023-10-30;2023-10-31;2023-11-28;25264;BR;Tropical;1;147,7251381;51,15533929;96,56979882;16;19211
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-06-23;2022-07-24;2023-06-19;2023-06-22;2023-07-27;13924;BR;Tropical;1;337,6028723;46,46757546;291,1352968;11;15401
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2023-03-03;2023-02-26;2023-11-23;2023-12-07;2023-12-14;19388;BR;Tropical;1;330,3894941;28,1452222;302,2442719;9;26210
Make D;Site RO;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-12-01;2023-05-17;2023-06-16;2023-07-11;2023-07-27;209;BR;Tropical;1;124,8920936;31,01566208;93,87643153;1;2543
Make D;Site SC;MD MB;Alternators NRG NRG12;16342626;Original;KL4;2023-02-27;2023-02-17;2023-07-17;2023-07-17;2023-08-24;13166;BR;Tropical;1;347,5189373;55,83378351;291,6851538;5;32037
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-09-21;2022-11-07;2023-10-03;2023-10-11;2023-10-26;14143;BR;Tropical;1;136,6441218;41,91028617;94,73383565;11;15643
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-12-08;2021-12-08;2023-02-01;2023-03-09;2023-03-28;26855;BR;Tropical;1;311,6444255;42,09303003;269,5513955;14;23338
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-05-10;2021-08-17;2023-05-09;2023-05-16;2023-05-30;32954;BR;Tropical;1;379,7554683;53,95122229;325,804246;21;19092
Make D;Site SC;MD MB;Alternators NRG NRG12;78875549;Original;KL4;2023-02-10;2023-02-20;2023-07-20;2023-07-28;2023-08-24;7392;BR;Tropical;1;100,9593351;10,66163384;90,29770129;5;17987
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2022-01-20;2022-03-01;2023-09-22;2023-10-09;2023-10-26;23595;BR;Tropical;1;338,1900077;39,39399147;298,7960162;19;15109
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-11-18;2021-11-29;2024-01-18;2024-02-02;2024-02-22;43570;BR;Tropical;1;337,1689188;27,8654292;309,3034896;26;20389
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-10-22;2021-10-25;2023-05-18;2023-05-19;2023-05-30;36642;BR;Tropical;1;344,5180229;53,95122229;290,5668006;19;23464
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-12-15;2021-12-10;2023-09-01;2023-09-08;2023-09-27;17418;BR;Tropical;1;165,8610992;60,28855709;105,5725421;21;10091
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-01-24;2022-01-21;2023-12-12;2023-12-21;2024-01-25;27985;BR;Tropical;1;135,165366;38,6213184;96,5440476;23;14804
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-12-15;2021-12-30;2023-03-25;2023-03-25;2023-04-21;17328;BR;Tropical;1;106,1317187;19,04928284;87,08243584;15;14055
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2022-01-13;2022-01-04;2023-03-30;2023-04-28;2023-05-30;12352;BR;Tropical;1;326,3820618;52,01274341;274,3693184;15;10019
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2022-03-25;2022-03-10;2023-05-04;2023-05-05;2023-05-30;39860;BR;Tropical;1;336,8759427;48,06122877;288,8147139;14;34640
Make D;Site GR;MD OS;Alternators NRG NRG12;20172631;Original;FL4;2022-06-02;2022-10-13;2023-05-11;2023-05-18;2023-05-30;9262;CO;Tropical;1;376,5588421;14,56655043;361,9922916;7;16098
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;GL4;2022-05-25;2022-07-24;2023-08-18;2023-09-27;2023-10-26;33411;BR;Tropical;1;147,2871164;50,40977049;96,87734595;13;31269
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-11-25;2021-12-01;2023-11-21;2024-01-04;2024-01-25;16901;BR;Tropical;1;166,4434548;59,9018868;106,541568;24;8568
Make D;Site GR;MD OH;Alternators NRG NRG12;78875549;Original;GL4;2021-12-17;2021-12-30;2024-01-19;2024-02-02;2024-02-22;25519;BR;Tropical;1;141,2878068;42,3299268;98,95788;25;12419
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;JLI;2021-10-28;2021-11-02;2023-03-27;2023-03-31;2023-04-21;54228;BR;Tropical;1;296,6711451;20,34470863;276,3264365;17;38810
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;GL4;2021-02-18;2021-03-29;2023-02-17;2023-02-24;2023-03-28;13245;BR;Tropical;1;287,3803427;18,2932427;269,0871;23;7006
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-02-23;2021-04-08;2023-03-29;2023-04-01;2023-04-21;14148;BR;Tropical;1;325,4873793;52,0034238;273,4839555;24;7172
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2022-01-05;2022-03-04;2023-03-29;2023-04-11;2023-04-21;23998;CO;Tropical;1;376,3258518;32,18061333;344,1452385;13;22460
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-05-26;2022-08-24;2023-06-20;2023-07-06;2023-07-27;15061;BR;Tropical;1;309,8024756;34,00725689;275,7952187;10;18324
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2022-06-01;2022-09-16;2023-07-13;2023-08-09;2023-08-24;23255;CO;Tropical;1;441,153059;37,72578128;403,4272777;10;28294
Make D;Site GR;MD OH;Alternators NRG NRG12;63882630;Original;JLI;2022-03-25;2022-03-10;2023-10-31;2023-11-29;2023-12-14;52372;BR;Tropical;1;140,3999247;49,88787233;90,51205232;20;31860
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2022-05-17;2022-05-28;2023-06-22;2023-07-20;2023-08-24;58175;BR;Tropical;1;352,1973815;29,92526771;322,2721138;13;54446
Make D;Site SC;MD TB;Alternators FG FGN12;57412627;Original;KL4;2021-02-05;2021-03-06;2023-11-21;2023-11-24;2023-12-14;31138;BR;Tropical;1;382,868218;45,72200666;337,1462114;33;11480
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2022-05-18;2022-05-02;2023-07-26;2023-07-27;2023-08-24;33101;BR;Tropical;1;339,8488983;33,99793728;305,850961;15;26849
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;JLI;2022-01-04;2022-01-07;2023-11-28;2023-11-30;2023-12-14;51001;BR;Tropical;1;323,2133944;31,56551907;291,6478753;23;26979
Make D;Site SC;MD TB;Alternators NRG NRG12;16342626;Original;KL4;2022-05-31;2023-07-02;2023-11-29;2023-11-30;2023-12-14;15203;BR;Tropical;1;346,1116762;53,51320062;292,5984756;5;36994
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-12-15;2021-12-05;2023-09-26;2023-09-29;2023-10-26;18857;BR;Tropical;1;133,2331446;36,7192634;96,51388116;22;10428
Make D;Site SC;MD TB;Alternators NRG NRG12;78875549;Original;KL4;2022-05-19;2022-06-04;2023-03-31;2023-04-20;2023-05-30;8857;BR;Tropical;1;139,7382323;52,0034238;87,73480854;10;10776
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;FL4;2022-04-18;2022-05-07;2023-05-02;2023-05-18;2023-05-30;5406;UY;Temperate;1;585,1130746;35,02309438;550,0899803;12;5481
Make D;Site GR;MD OH;Alternators NRG NRG12;16342626;Original;GL4;2021-12-18;2021-12-11;2023-12-01;2023-12-22;2024-01-25;12928;BR;Tropical;1;348,5074572;54,8615088;293,6459484;24;6554
Make D;Site GR;MD OS;Alternators NRG NRG12;78875549;Original;GL4;2021-11-16;2021-10-30;2023-12-19;2023-12-28;2024-01-25;13676;BR;Tropical;1;139,512114;42,9680664;96,5440476;26;6400
Make D;Site GR;MD OS;Alternators NRG NRG12;16342626;Original;FL4;2021-11-04;2022-01-05;2023-12-26;2024-01-02;2024-01-25;29087;CO;Tropical;1;809,5771908;38,5103376;771,0668532;24;14745
